full_name,pdes,q,ad,a,e,i,om,w,tp,moid,per,per_y,t_jup,pr_class,dt_class,neo,pha
 39498 (1981 EH25),39498,2.305635767,2.890230417,2.597933092,0.112511491,4.557149624,175.174692,10.52628924,2459994.242,1.30626,1529.467911,4.187454924,3.403,Asteroid,MBA,N,N
559254 (2015 BJ590),559254,2.886712184,3.152270235,3.019491209,0.043973973,10.6803564,127.700003,221.708177,2459996.468,1.88578,1916.457008,5.246973329,3.219,Asteroid,MBA,N,N
480684 (2015 PE45),480684,2.928357166,3.41794551,3.173151338,0.077145445,10.3112018,96.13443878,197.7950812,2461194.529,1.91338,2064.593735,5.652549583,3.172,Asteroid,MBA,N,N
334357 (2001 YV99),334357,1.926116217,2.805012821,2.365564519,0.185768893,4.70829229,259.2563622,184.9039725,2460230.325,0.940979,1328.925464,3.638399629,3.52,Asteroid,MBA,N,N
470429 (2007 VU272),470429,3.053325342,3.225451195,3.139388269,0.027413916,10.65158193,230.9798938,244.651025,2460840.464,2.08595,2031.729907,5.562573325,3.184,Asteroid,MBA,N,N
396097 (2013 CZ122),396097,2.815783731,3.541108163,3.178445947,0.114100483,11.48048965,134.0407779,357.697324,2460497.44,1.82892,2069.763253,5.666702952,3.159,Asteroid,MBA,N,N
306300 (2011 SG58),306300,2.855998599,3.355453234,3.105725916,0.080408679,12.00431522,2.018927469,5.474866831,2459836.005,1.85383,1999.139573,5.473345853,3.182,Asteroid,MBA,N,N
347970 (2003 SL42),347970,2.411223024,3.952768257,3.181995641,0.242229313,10.07024664,261.4670076,78.17544808,2461175.496,1.42677,2073.231493,5.676198476,3.129,Asteroid,MBA,N,N
394836 (2008 SD165),394836,1.92615474,2.814195729,2.370175234,0.187336568,3.605954217,28.62031711,6.544880969,2460117.864,0.931923,1332.812664,3.649042202,3.519,Asteroid,MBA,N,N
133209 (2003 QN68),133209,1.940759569,2.75449325,2.34762641,0.173309875,2.203028006,209.2908226,108.3708442,2460702.162,0.928261,1313.838266,3.59709313,3.539,Asteroid,MBA,N,N
593713 (2015 TE322),593713,2.740795809,3.458298177,3.099546993,0.115743102,11.73698094,184.3505295,262.4062616,2459622.382,1.78677,1993.17653,5.457019933,3.18,Asteroid,MBA,N,N
412729 (2014 OG344),412729,1.889519087,2.705391844,2.297455465,0.177560081,24.05078933,133.7573517,189.5149543,2460730.025,0.87787,1271.947188,3.482401608,3.459,Asteroid,MBA,N,N
172805 (2004 FQ156),172805,2.673310017,3.361443388,3.017376703,0.114028416,2.906403149,142.0892747,307.8270226,2460307.585,1.68981,1914.44426,5.241462723,3.236,Asteroid,MBA,N,N
335842 (2007 MP5),335842,2.427005096,3.155709788,2.791357442,0.130528732,3.962389006,284.1763293,54.20411701,2459573.726,1.41975,1703.419467,4.663708328,3.313,Asteroid,MBA,N,N
 19792 (2000 RO33),19792,2.415237379,3.145569408,2.780403393,0.131335624,5.966040068,313.3319527,38.05866316,2460203.197,1.41167,1693.402286,4.636282781,3.313,Asteroid,MBA,N,N
190329 (1998 RK14),190329,2.653280277,3.160254527,2.906767402,0.087205851,2.093362131,163.4257901,264.1824243,2460506.608,1.66704,1810.147015,4.955912431,3.278,Asteroid,MBA,N,N
279683 (2011 FM33),279683,2.167530217,2.727994795,2.447762506,0.114485081,3.406960905,121.7914998,81.09141169,2459860.933,1.16622,1398.789437,3.829676761,3.486,Asteroid,MBA,N,N
336545 (2009 BF96),336545,2.559355942,3.609926707,3.084641325,0.170290587,3.556366399,30.50668762,46.42719226,2460602.734,1.57502,1978.816102,5.417703223,3.201,Asteroid,MBA,N,N
199699 (2006 HC40),199699,2.857478796,3.344046001,3.100762398,0.078459286,9.348289889,195.8518404,228.4885554,2460938.151,1.87878,1994.349002,5.460229985,3.197,Asteroid,MBA,N,N
244859 (2003 UA194),244859,2.072133366,3.304455659,2.688294513,0.229201504,8.564893239,37.25222692,22.55453183,2459481.787,1.08601,1609.954844,4.407816138,3.319,Asteroid,MBA,N,N
150760 (2001 QO161),150760,1.953966784,2.887058634,2.420512709,0.192746736,4.475738388,1.420705664,335.4127672,2460403.818,0.945201,1375.496463,3.765904073,3.484,Asteroid,MBA,N,N
354811 (2005 WT6),354811,1.839414871,2.631861859,2.235638365,0.177230584,1.173724892,37.40058677,33.52238543,2459833.08,0.852837,1220.958092,3.342801073,3.617,Asteroid,MBA,N,N
 94933 (2001 YT73),94933,2.066401256,2.461292614,2.263846935,0.087216886,5.081112807,93.03808185,321.1420899,2459587.73,1.07982,1244.139321,3.40626782,3.607,Asteroid,MBA,N,N
162709 (2000 UE71),162709,2.21851386,2.45972374,2.3391188,0.051559989,7.680095037,20.96260426,198.2279825,2460325.152,1.21169,1306.702873,3.57755749,3.552,Asteroid,MBA,N,N
392132 (2009 FO71),392132,2.519515599,3.807323509,3.163419554,0.203546809,14.90477028,102.3995595,126.5576908,2461172.649,1.5393,2055.103122,5.6265657,3.12,Asteroid,MBA,N,N
134728 (2000 AN77),134728,1.847235957,3.041340859,2.444288408,0.244264322,3.897549433,205.4822392,185.7864087,2459762.831,0.852033,1395.812551,3.821526491,3.455,Asteroid,MBA,N,N
450962 (2008 KD24),450962,2.766965195,3.321723782,3.044344488,0.091112978,16.91910496,191.0519648,24.96480887,2460290.867,1.76949,1940.167021,5.311887806,3.167,Asteroid,MBA,N,N
448354 (2009 HN9),448354,2.389011872,2.997765264,2.693388568,0.113008832,15.34011313,90.40287173,292.541015,2460507.704,1.44067,1614.533072,4.420350643,3.311,Asteroid,MBA,N,N
312368 (2008 EF5),312368,2.759734054,3.181087525,2.97041079,0.070925118,11.96383826,128.1999857,5.944279254,2459937.917,1.773,1869.920735,5.119563957,3.226,Asteroid,MBA,N,N
191871 (2004 XP81),191871,2.878701528,3.241759624,3.060230576,0.059318749,9.253759476,254.4047651,278.825161,2459658.815,1.90034,1955.373171,5.353519974,3.211,Asteroid,MBA,N,N
 15064 (1999 AC4),15064,2.612652849,3.70235222,3.157502535,0.172557165,1.913400797,25.1944611,146.4297865,2459635.493,1.61731,2049.339867,5.610786767,3.182,Asteroid,MBA,N,N
112750 (2002 PV134),112750,1.933700196,2.858263454,2.395981825,0.192940374,4.896407139,35.64147677,267.8830665,2460569.13,0.925578,1354.639409,3.708800572,3.498,Asteroid,MBA,N,N
519248 (2010 XP92),519248,2.332767446,2.716441369,2.524604408,0.075986939,8.254093525,229.8958651,22.06478457,2460642.818,1.3203,1465.171394,4.011420655,3.436,Asteroid,MBA,N,N
187868 (2000 PA10),187868,1.839972849,3.230819768,2.535396309,0.2742859,10.06652906,110.0703901,223.2529925,2460618.527,0.842651,1474.576157,4.037169493,3.374,Asteroid,MBA,N,N
338678 (2003 TZ4),338678,2.4199339,2.994257286,2.707095593,0.106077412,4.201205422,322.7909415,98.45253714,2459574.378,1.43602,1626.873611,4.454137196,3.353,Asteroid,MBA,N,N
260724 Malherbe (2005 KB10),260724,2.174567006,2.642528349,2.408547677,0.097145958,6.210648428,152.9375289,107.9031331,2460386.266,1.16814,1365.310085,3.738015292,3.507,Asteroid,MBA,N,N
265775 (2005 WF64),265775,2.486233778,2.871596951,2.678915364,0.071925224,2.745314053,139.1576267,259.8288685,2460012.553,1.49443,1601.536778,4.384768729,3.372,Asteroid,MBA,N,N
 25252 (1998 UC26),25252,2.691255418,2.865033326,2.778144372,0.031275896,7.091424206,181.0038435,101.925375,2460728.333,1.68595,1691.338923,4.630633601,3.322,Asteroid,MBA,N,N
383090 (2005 SJ90),383090,2.041922311,2.779013985,2.410468148,0.152893884,1.681391508,216.8157861,231.0336284,2460677.127,1.05751,1366.943368,3.742486977,3.503,Asteroid,MBA,N,N
544548 (2014 WP104),544548,2.005984062,3.37659292,2.691288491,0.254638041,14.77339268,53.18339664,347.4211628,2460214.551,1.0164,1612.645126,4.415181726,3.278,Asteroid,MBA,N,N
248849 (2006 TA61),248849,1.96629411,3.310344722,2.638319416,0.254717189,4.921018913,192.5840852,152.6680046,2460155.675,0.96017,1565.270813,4.285477927,3.344,Asteroid,MBA,N,N
 31135 (1997 SN24),31135,2.313567912,2.608768097,2.461168004,0.059971563,16.49082066,208.7372821,304.7762845,2459674.564,1.34519,1410.296142,3.861180401,3.431,Asteroid,MBA,N,N
573603 (2009 HR121),573603,2.712155872,3.529182351,3.120669112,0.130905657,9.673078936,103.6579659,188.8309594,2459326.073,1.69578,2013.5852,5.512895824,3.181,Asteroid,MBA,N,N
620764 (2006 KT91),620764,2.09003494,3.197512741,2.643773841,0.209450178,3.277037452,118.9333064,213.0650013,2460474.402,1.07975,1570.127349,4.298774399,3.36,Asteroid,MBA,N,N
529548 (2010 CB233),529548,2.438303049,3.389333523,2.913818286,0.163193168,14.94159606,263.8095416,229.5304992,2460928.634,1.47997,1816.737261,4.973955539,3.212,Asteroid,MBA,N,N
460609 (2014 UX63),460609,2.018453787,2.564440733,2.29144726,0.119135831,2.067099318,242.5080277,115.9310274,2460673.24,1.0149,1266.96094,3.468750006,3.588,Asteroid,MBA,N,N
118953 (2000 WN94),118953,2.734217775,3.399767381,3.066992578,0.108501992,13.49201338,70.96992556,309.0538767,2459463.828,1.76086,1961.85775,5.371273785,3.181,Asteroid,MBA,N,N
238728 (2005 GU86),238728,2.75463076,3.313060425,3.033845593,0.092033304,10.00750528,200.626556,244.142738,2460565.442,1.78694,1930.139228,5.284433204,3.213,Asteroid,MBA,N,N
126648 (2002 CV193),126648,3.02409062,3.270712588,3.147401604,0.039178662,3.819567718,29.00131365,132.7914056,2460600.408,2.03168,2039.5139,5.583884737,3.204,Asteroid,MBA,N,N
515630 (2014 LJ23),515630,2.064921358,3.455950606,2.760435982,0.251958252,9.766777005,115.1033925,171.9020933,2460257.759,1.04844,1675.193374,4.586429498,3.274,Asteroid,MBA,N,N
121362 (1999 TB61),121362,2.852144932,3.298559787,3.07535236,0.072579465,3.210071526,322.1043757,230.1178352,2460419.362,1.85206,1969.884444,5.393249674,3.223,Asteroid,MBA,N,N
 95478 (2002 EK12),95478,2.593672206,3.680883814,3.13727801,0.173273074,17.36671524,9.332852678,241.9290686,2460745.618,1.63224,2029.681695,5.556965627,3.118,Asteroid,MBA,N,N
296366 (2009 FD30),296366,2.926452222,3.334145644,3.130298933,0.065120525,9.676325658,148.5573806,223.7852209,2460040.465,1.93267,2022.912726,5.5384332,3.188,Asteroid,MBA,N,N
369594 (2011 CK14),369594,3.0238531,3.326054395,3.174953748,0.047591449,8.104413437,315.434431,319.1396175,2460492.976,2.01247,2066.353077,5.657366398,3.184,Asteroid,MBA,N,N
340287 (2006 BY277),340287,2.179782528,3.005305767,2.592544147,0.159211028,2.213983372,26.56027941,245.9046001,2460393.681,1.16403,1524.711471,4.174432501,3.4,Asteroid,MBA,N,N
162859 (2001 DW76),162859,2.262130344,2.902699827,2.582415086,0.124025275,6.754507089,167.900946,311.1804188,2460932.991,1.28305,1515.78464,4.14999217,3.403,Asteroid,MBA,N,N
 89129 (2001 UH9),89129,2.377352062,2.756682103,2.567017082,0.073885375,2.907820183,99.46026253,201.8905962,2460869.742,1.36147,1502.24776,4.112930211,3.426,Asteroid,MBA,N,N
351901 (2006 SO261),351901,2.436008196,3.806112686,3.121060441,0.219493425,16.50441912,27.50417896,62.22682059,2460263.45,1.49862,2013.963965,5.513932826,3.116,Asteroid,MBA,N,N
592812 (2015 DX131),592812,2.450786371,2.679739296,2.565262833,0.044625627,15.17794422,141.7051423,4.780573388,2459957.531,1.46191,1500.708113,4.108714887,3.382,Asteroid,MBA,N,N
428734 (2008 RW105),428734,2.577157571,3.055993298,2.816575435,0.085003178,10.21328919,29.79874968,31.60847269,2460041.092,1.59346,1726.555358,4.727050946,3.29,Asteroid,MBA,N,N
 85735 (1998 SF95),85735,1.849058964,2.593459981,2.221259472,0.167562823,6.32654792,47.09058202,222.2866428,2460515.44,0.838298,1209.197849,3.310603284,3.623,Asteroid,MBA,N,N
 23257 Denny (2000 YW21),23257,2.252949512,2.819946372,2.536447942,0.111769859,5.729214814,306.8404004,114.6002893,2460614.994,1.2721,1475.493691,4.039681563,3.432,Asteroid,MBA,N,N
218339 (2004 BF121),218339,2.067388438,2.495241309,2.281314874,0.093773305,6.812982977,157.7526074,238.0477605,2460292.354,1.08111,1258.566811,3.445768133,3.59,Asteroid,MBA,N,N
437183 (2012 VG83),437183,2.991716562,3.386379417,3.18904799,0.061877848,10.61025664,73.03877431,30.1146679,2460621.238,2.01232,2080.127755,5.695079412,3.168,Asteroid,MBA,N,N
564358 (2016 GY126),564358,3.032854735,3.185319858,3.109087296,0.024519273,9.167877772,359.6242517,49.48755082,2460661.513,2.04597,2002.386005,5.482234099,3.199,Asteroid,MBA,N,N
 22295 (1989 SZ9),22295,2.001584981,2.763615965,2.382600473,0.159915813,12.25571839,2.222236659,215.9822406,2460751.655,1.00799,1343.306952,3.677773995,3.489,Asteroid,MBA,N,N
235970 (2005 EH240),235970,2.711208805,3.195895426,2.953552116,0.082051476,11.22730485,7.921543078,305.1564435,2459669.559,1.7163,1854.02414,5.076041452,3.235,Asteroid,MBA,N,N
 10108 Tomlinson (1992 HM),10108,2.039711307,2.766616593,2.40316395,0.151239221,25.9937559,50.33949616,182.2173871,2459689.599,1.02848,1360.734912,3.725489151,3.373,Asteroid,MBA,N,N
281967 (2011 GO69),281967,2.800333188,3.359076621,3.079704904,0.090713794,12.54627125,199.545953,170.7705482,2460482.01,1.80057,1974.067887,5.404703319,3.185,Asteroid,MBA,N,N
511431 (2014 HZ194),511431,2.556243427,3.48352033,3.019881878,0.153528671,14.65348923,82.60749328,185.0883601,2460763.155,1.53996,1916.828954,5.247991661,3.18,Asteroid,MBA,N,N
 61431 (2000 QY17),61431,2.808932904,2.901770423,2.855351664,0.016256758,2.997375307,122.8142654,124.8878137,2460193.084,1.79491,1762.332425,4.825003217,3.302,Asteroid,MBA,N,N
 25819 Tripathi (2000 DW32),25819,2.666359013,3.621164073,3.143761543,0.151857106,0.250121445,172.8460302,159.4736555,2460732.043,1.6553,2035.976788,5.574200652,3.192,Asteroid,MBA,N,N
101661 (1999 CS84),101661,2.03608053,2.712207782,2.374144156,0.142393892,10.27936224,55.32503884,93.36652427,2460616.827,1.07608,1336.161811,3.658211666,3.507,Asteroid,MBA,N,N
 55643 (2179 P-L),55643,2.283959764,3.227224393,2.755592079,0.17115462,17.94983108,0.840655229,136.7636561,2459429.881,1.32301,1670.785965,4.574362669,3.252,Asteroid,MBA,N,N
323893 (2005 SL278),323893,2.521479682,2.837667574,2.679573628,0.058999665,12.77428141,204.0926691,189.2499767,2460100.556,1.52633,1602.12711,4.386384968,3.339,Asteroid,MBA,N,N
553938 (2012 DZ18),553938,2.365711707,2.861693382,2.613702544,0.094881048,14.53630353,147.9378263,345.8291336,2460530.286,1.37982,1543.414826,4.225639497,3.357,Asteroid,MBA,N,N
390426 (2013 YO43),390426,3.040986871,3.198497703,3.119742287,0.025244206,12.79362758,111.3332794,79.68704183,2461065.665,2.07491,2012.688228,5.510440049,3.178,Asteroid,MBA,N,N
347378 (2012 RM14),347378,2.540986418,3.809711746,3.175349082,0.199777299,8.05804093,333.0765091,350.1059257,2460166.658,1.5287,2066.739032,5.658423085,3.154,Asteroid,MBA,N,N
351802 (2006 KG29),351802,2.248614783,2.675003469,2.461809126,0.08660068,7.081212217,59.40406949,80.13314265,2460585.222,1.27352,1410.847239,3.862689225,3.474,Asteroid,MBA,N,N
113417 (2002 SE30),113417,2.691921228,3.274272237,2.983096732,0.097608469,11.11373494,108.9921535,316.1966905,2460326.42,1.71757,1881.91252,5.152395673,3.223,Asteroid,MBA,N,N
574578 (2010 RV204),574578,2.89214982,3.137890187,3.015020003,0.040752693,10.18553083,358.6091448,285.6051752,2460746.625,1.8971,1912.201804,5.235323215,3.223,Asteroid,MBA,N,N
145548 (2006 KG99),145548,2.046721709,2.782275973,2.414498841,0.152320277,2.190934393,190.1197028,188.5812907,2459636.579,1.0479,1370.373428,3.751877967,3.501,Asteroid,MBA,N,N
496903 (2001 QJ144),496903,2.470356644,3.621111672,3.045734158,0.188912585,1.640571923,162.811471,178.2200678,2459917.861,1.46136,1941.495632,5.315525344,3.21,Asteroid,MBA,N,N
375916 (2009 WF28),375916,2.3620781,3.089692096,2.725885098,0.133463805,3.996497732,254.3867523,192.0869739,2460173.001,1.37724,1643.840761,4.50059072,3.34,Asteroid,MBA,N,N
 59230 (1999 CY),59230,1.752006506,2.620426563,2.186216535,0.198612544,4.00768415,88.49467146,244.8563058,2460114.487,0.745663,1180.696263,3.232570194,3.648,Asteroid,MBA,N,N
262951 (2007 DN58),262951,2.743482642,3.142452557,2.942967599,0.067783606,1.129385338,222.3882552,196.3226289,2460998.378,1.75455,1844.066796,5.048779728,3.268,Asteroid,MBA,N,N
592406 (2014 WL41),592406,2.137561992,2.745053286,2.441307639,0.124419242,7.601391521,88.43265523,40.90267297,2460001.8,1.1579,1393.260074,3.814538191,3.479,Asteroid,MBA,N,N
449011 (2012 BU95),449011,2.024683645,3.352421688,2.688552666,0.246924314,11.22802619,27.43762615,49.5402408,2460652.975,1.05746,1610.186753,4.408451069,3.302,Asteroid,MBA,N,N
286316 (2001 WS67),286316,2.057139849,2.791796308,2.424468078,0.151508792,1.714299018,148.9349066,307.8154347,2460652.698,1.07316,1378.869396,3.775138661,3.495,Asteroid,MBA,N,N
240044 (2001 UX214),240044,2.063689602,2.400172946,2.231931274,0.075379414,3.807526978,57.66274727,180.2970358,2460201.417,1.05064,1217.922499,3.334490071,3.635,Asteroid,MBA,N,N
454155 (2013 EK92),454155,2.105654939,3.125694509,2.615674724,0.194985936,13.64176373,176.3905716,324.466899,2460901.953,1.1301,1545.16204,4.230423108,3.341,Asteroid,MBA,N,N
 70183 (1999 RA3),70183,2.041296158,2.79822381,2.419759984,0.156405523,2.409622969,190.8964565,238.3789702,2459875.719,1.05551,1374.85489,3.764147542,3.496,Asteroid,MBA,N,N
318491 (2005 EF120),318491,1.972089925,2.770610778,2.371350351,0.168368384,4.685241831,211.1494618,207.7271323,2459761.132,0.98449,1333.803987,3.651756295,3.521,Asteroid,MBA,N,N
  7752 Otauchunokai (1988 US),7752,1.947233903,2.652057482,2.299645693,0.153246124,3.79409562,280.2629929,77.56991831,2460061.757,0.946673,1273.766494,3.487382598,3.574,Asteroid,MBA,N,N
301501 (2009 EQ22),301501,2.829374298,3.456923768,3.143149033,0.099828144,7.376537831,40.25505997,174.8787129,2461065.416,1.82158,2035.381802,5.57257167,3.189,Asteroid,MBA,N,N
119266 (2001 RA58),119266,1.963214313,2.903814397,2.433514355,0.193259613,5.742843422,62.76973804,228.6104164,2460315.494,0.952043,1386.593932,3.796287289,3.473,Asteroid,MBA,N,N
493193 (2014 UT24),493193,2.921169887,3.449923867,3.185546877,0.082992654,10.31863189,73.68698806,14.97728782,2459211.492,1.93747,2076.703177,5.685703429,3.168,Asteroid,MBA,N,N
230961 (2004 XC174),230961,2.751127424,3.331066491,3.041096957,0.095350309,13.16657493,95.96976987,229.1915362,2460437.426,1.75696,1937.063362,5.303390451,3.193,Asteroid,MBA,N,N
169272 (2001 SM210),169272,2.335224749,3.966815944,3.151020346,0.258898867,13.55063538,7.413775351,107.3663645,2460812.673,1.39155,2043.032325,5.593517659,3.113,Asteroid,MBA,N,N
469891 (2005 VG118),469891,2.421051559,3.912921509,3.166986534,0.235534622,22.76475945,294.7433878,72.83434303,2459749.554,1.52206,2058.580014,5.636084912,3.041,Asteroid,MBA,N,N
411378 (2010 VN62),411378,2.401727561,2.988744107,2.695235834,0.108898921,4.304747711,291.5292788,99.08563037,2460220.68,1.4109,1616.194353,4.424898982,3.357,Asteroid,MBA,N,N
434730 (2006 EA34),434730,2.311571219,3.050895066,2.681233143,0.137870116,5.689765811,21.24712398,36.53369446,2459745.69,1.32513,1603.615685,4.390460465,3.356,Asteroid,MBA,N,N
470435 (2007 VV332),470435,2.743957477,3.422174149,3.083065813,0.109990625,20.0829618,109.7846686,263.2740227,2459897.028,1.82912,1977.300245,5.413553033,3.125,Asteroid,MBA,N,N
439796 (2015 HS63),439796,2.029989462,2.769896925,2.399943194,0.154151037,0.658773311,246.9951617,7.568861519,2459970.08,1.0145,1358.000313,3.718002226,3.51,Asteroid,MBA,N,N
 87950 (2000 SG367),87950,2.360182224,2.894336013,2.627259118,0.101656092,14.49414322,282.2397209,337.1064332,2460835.525,1.34931,1555.438301,4.258557977,3.349,Asteroid,MBA,N,N
 72142 (2000 YS85),72142,2.085218916,2.46772322,2.276471068,0.084012555,5.230431364,140.4108094,337.2514855,2460751.733,1.10089,1254.560558,3.434799611,3.598,Asteroid,MBA,N,N
 18053 (1999 RU208),18053,2.168701104,3.623568056,2.89613458,0.25117392,12.26146955,228.1149159,314.0666897,2459477.989,1.18809,1800.223952,4.928744563,3.208,Asteroid,MBA,N,N
139437 (2001 ON52),139437,2.215100811,3.017132592,2.616116702,0.153286698,13.78649918,88.17383544,320.7183924,2460163.324,1.24274,1545.553692,4.231495393,3.35,Asteroid,MBA,N,N
308602 (2005 VO110),308602,3.001139935,3.145687971,3.073413953,0.023515875,4.998530434,59.07501143,219.4428906,2460865.791,1.98625,1968.022298,5.388151397,3.224,Asteroid,MBA,N,N
148562 (2001 QJ216),148562,2.118429111,2.978369662,2.548399387,0.1687217,2.875058763,77.11125781,313.6864657,2459712.486,1.12437,1485.934495,4.068266927,3.42,Asteroid,MBA,N,N
290648 (2005 UQ279),290648,2.578232408,2.890211379,2.734221893,0.057050778,3.004214078,48.6559956,323.0338944,2460148.462,1.578,1651.387761,4.52125328,3.348,Asteroid,MBA,N,N
374462 (2005 XJ53),374462,2.380629473,2.65980364,2.520216556,0.05538694,2.836766833,306.3114628,14.01598275,2460650.776,1.36698,1461.353275,4.000967215,3.453,Asteroid,MBA,N,N
 14210 (1999 CO99),14210,2.291592228,3.108358894,2.699975561,0.151254455,12.80889791,338.9840327,250.5654887,2459582.949,1.31968,1620.459483,4.436576271,3.316,Asteroid,MBA,N,N
517766 (2015 OG85),517766,2.179901203,2.495680676,2.337790939,0.067538005,6.331832544,176.3347703,51.03102991,2459559.466,1.17644,1305.590356,3.574511585,3.555,Asteroid,MBA,N,N
345361 (2006 AJ32),345361,2.00201208,2.822355793,2.412183936,0.1700417,11.30554515,70.7163348,100.3209381,2460706.249,1.04156,1368.403128,3.746483582,3.473,Asteroid,MBA,N,N
500533 (2012 UJ2),500533,2.716258255,3.450714611,3.083486433,0.119095117,2.774878715,100.5069775,272.5363491,2460119.979,1.71769,1977.7049,5.414660918,3.214,Asteroid,MBA,N,N
  3176 Paolicchi (1980 VR1),3176,2.779703292,2.968749177,2.874226235,0.032886396,18.1161265,53.19072072,23.65765398,2460708.532,1.79613,1779.835442,4.872923865,3.222,Asteroid,MBA,N,N
539436 (2016 PU127),539436,2.837297405,3.160704401,2.999000903,0.053919123,14.85495991,130.0940897,86.75069679,2460741.517,1.88013,1896.982488,5.193654998,3.201,Asteroid,MBA,N,N
332364 (2007 EF98),332364,2.371183685,2.869371434,2.620277559,0.095063927,17.95877112,170.4855164,346.3071443,2460314.256,1.38043,1549.242395,4.241594512,3.33,Asteroid,MBA,N,N
394829 (2008 SH144),394829,2.112944594,2.494663004,2.303803799,0.082845251,4.916999684,208.4713926,180.8106384,2459956.273,1.11681,1277.222798,3.496845443,3.58,Asteroid,MBA,N,N
288195 (2003 XF31),288195,2.014265311,2.484221264,2.249243287,0.104469791,5.17589457,247.3896168,236.9598334,2460526.066,1.03399,1232.120197,3.37336125,3.616,Asteroid,MBA,N,N
488075 (2015 VQ5),488075,2.159572722,2.766610625,2.463091674,0.123226819,12.15364869,103.7835541,294.1878181,2460159.29,1.19947,1411.949913,3.865708181,3.447,Asteroid,MBA,N,N
277288 (2005 SA89),277288,1.781898582,2.897235919,2.33956725,0.238364026,4.299218561,212.4793101,84.45592432,2459971.303,0.771957,1307.078668,3.578586361,3.523,Asteroid,MBA,N,N
623105 (2015 MP118),623105,2.110570268,3.168197832,2.63938405,0.200354997,4.379476728,70.13039061,233.2242105,2460353.842,1.0982,1566.218353,4.28807215,3.363,Asteroid,MBA,N,N
 16514 Stevelia (1990 VZ6),16514,2.527778434,3.738407901,3.133093167,0.193200362,8.468257879,24.0339503,69.31644843,2460409.209,1.55823,2025.621934,5.545850607,3.167,Asteroid,MBA,N,N
170282 (2003 QY106),170282,2.675746178,2.786629101,2.731187639,0.020299397,6.660654799,187.8616632,108.6454317,2460840.029,1.66912,1648.639626,4.513729298,3.344,Asteroid,MBA,N,N
503124 (2015 FB342),503124,2.741588497,2.841178451,2.791383474,0.017838816,3.347564093,297.2506338,308.5780075,2460787.159,1.72794,1703.443296,4.663773568,3.326,Asteroid,MBA,N,N
504984 (2011 HC32),504984,2.306023348,2.979480677,2.642752013,0.127415915,13.62768894,86.53537954,154.1399352,2460432.971,1.29864,1569.217148,4.296282403,3.343,Asteroid,MBA,N,N
605693 (2016 ST4),605693,2.144492756,3.340910412,2.742701584,0.218109338,14.14799326,241.1203012,172.2328355,2459483.697,1.15589,1659.075931,4.542302345,3.271,Asteroid,MBA,N,N
326903 (2003 WD94),326903,2.836248156,3.46556181,3.150904983,0.099862366,17.48576293,39.53153592,311.3086476,2460849.384,1.86438,2042.920128,5.593210481,3.128,Asteroid,MBA,N,N
 14511 Nickel (1996 EU3),14511,2.107236467,2.659363091,2.383299779,0.115832391,7.707119512,357.3141253,334.3764272,2460143.67,1.09958,1343.898397,3.679393284,3.516,Asteroid,MBA,N,N
 92976 (2000 RP65),92976,2.185496535,2.969461758,2.577479146,0.152079838,12.87704959,175.4784458,274.0769744,2459611.553,1.24473,1511.44089,4.13809963,3.375,Asteroid,MBA,N,N
424240 (2007 RV205),424240,2.489252029,3.661453419,3.075352724,0.190579991,4.065848417,133.3450053,234.9810986,2460340.505,1.49024,1969.884794,5.393250633,3.198,Asteroid,MBA,N,N
611323 (2006 UB195),611323,2.677414699,3.082779767,2.880097233,0.070373504,1.930807773,29.78622947,52.45818181,2459600.501,1.69257,1785.291559,4.887861901,3.29,Asteroid,MBA,N,N
452150 (2015 RB35),452150,1.963004479,2.612244454,2.287624466,0.141902656,6.214870926,303.3052651,50.84684384,2459767.561,0.963405,1263.791779,3.460073317,3.58,Asteroid,MBA,N,N
436645 (2011 QV26),436645,2.236818954,3.563763078,2.900291016,0.228760514,7.057551344,186.1039224,165.0454969,2459511.026,1.23158,1804.100774,4.939358724,3.237,Asteroid,MBA,N,N
511631 (2015 BU102),511631,2.118942223,2.761137851,2.440040037,0.131595306,1.298177695,180.7952262,290.0180772,2459735.791,1.13463,1392.17508,3.811567638,3.49,Asteroid,MBA,N,N
513006 (2017 UB46),513006,2.046259775,2.464084569,2.255172172,0.092637006,5.292977114,154.788029,325.5245619,2460770.019,1.06295,1236.99511,3.386708035,3.613,Asteroid,MBA,N,N
338868 (2004 AD6),338868,2.090779868,3.513487166,2.802133517,0.25386144,10.12955146,349.8574498,75.53437077,2459739.047,1.12961,1713.293093,4.690740844,3.254,Asteroid,MBA,N,N
 98662 (2000 WN155),98662,2.14589069,2.538400436,2.342145563,0.083792774,6.628613754,305.3725964,132.7153625,2459783.703,1.16664,1309.239957,3.584503646,3.55,Asteroid,MBA,N,N
474796 (2005 RW5),474796,1.783099887,2.8927462,2.337923043,0.237314551,1.123895458,263.5850128,92.4304894,2460172.224,0.778425,1305.701022,3.574814572,3.528,Asteroid,MBA,N,N
431114 (2006 HA20),431114,2.473134824,2.994639258,2.733887041,0.095377831,4.851007631,19.18444091,68.09437973,2459971.524,1.49311,1651.084409,4.52042275,3.341,Asteroid,MBA,N,N
245812 (2006 JM),245812,1.856461986,2.889415931,2.372938958,0.217652869,5.36908837,28.1446478,230.1619495,2460616.497,0.846399,1335.144517,3.655426467,3.505,Asteroid,MBA,N,N
