<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: part-05.csv>
index, 14609 (1998 SW145),14609,2.035584324,2.737762871,2.386673597,0.147104017,1.782221082,112.4265169,39.93117932,2459603.727,1.04518,1346.753057,3.687208917,3.519,Asteroid,MBA,N,N.1
0, 30343 (2000 JB36),30343,1.999705794,2.732603637,2.366154715,0.154871074,2.28691738,359.1949485,202.8785175,2459551.099,0.995751,1329.422836,3.639761357,3.53,Asteroid,MBA,N,N
1,381443 (2008 QJ31),381443,2.059765461,3.422396452,2.741080956,0.248557232,14.49173791,323.6262101,44.61676387,2459733.432,1.0813,1657.605658,4.538276955,3.26,Asteroid,MBA,N,N
2,222530 (2001 UP33),222530,1.92273043,3.169229449,2.545979939,0.244797494,6.222936044,85.26688423,300.35406,2459596.691,0.935339,1483.818881,4.06247469,3.392,Asteroid,MBA,N,N
3, 98128 (2000 SS24),98128,2.040230611,2.67103499,2.355632801,0.133892765,6.245296211,287.3701626,33.95444782,2459576.15,1.02991,1320.565102,3.615510205,3.535,Asteroid,MBA,N,N
4,156933 (2003 FM96),156933,1.735272029,3.362070956,2.548671493,0.319146452,25.63748359,2.066988238,68.88780401,2459840.578,0.879907,1486.172493,4.06891853,3.238,Asteroid,MBA,N,N
5,109109 (2001 QU38),109109,2.418459796,3.021749709,2.720104752,0.11089461,10.00047444,136.0460804,233.6354326,2460568.876,1.43056,1638.614791,4.486282795,3.328,Asteroid,MBA,N,N
6,133951 (2004 TA100),133951,2.010132551,2.730026517,2.370079534,0.151871267,3.036627885,59.75843755,147.1351559,2460627.142,1.0052,1332.731943,3.648821199,3.528,Asteroid,MBA,N,N
7,240157 (2002 NY70),240157,2.442162806,3.016077078,2.729119942,0.1051464,4.713592429,193.0243262,200.4995998,2459420.969,1.44779,1646.76778,4.508604462,3.342,Asteroid,MBA,N,N
8, 60692 (2000 GC40),60692,2.110090434,2.378832464,2.244461449,0.05986782,1.041007508,33.32872595,141.6192254,2460164.779,1.11295,1228.193097,3.362609439,3.629,Asteroid,MBA,N,N
9,442974 (2013 CJ141),442974,2.890226462,3.080137507,2.985181984,0.031808956,13.51317641,340.0911848,193.9909089,2460252.578,1.89675,1883.886113,5.157799078,3.215,Asteroid,MBA,N,N
10,126250 (2002 AS69),126250,2.05509581,2.532833279,2.293964544,0.104129218,7.348093866,288.9924627,130.0747625,2459835.352,1.07567,1269.049255,3.474467502,3.578,Asteroid,MBA,N,N
11, 31230 Tuyouyou (1998 BB47),31230,2.288691302,3.08585506,2.687273181,0.148322054,14.205263,110.1056909,315.9783226,2460267.282,1.32349,1609.037455,4.405304463,3.314,Asteroid,MBA,N,N
12,174862 (2004 BD2),174862,2.162359041,2.884560535,2.523459788,0.143097484,4.488360536,21.30783107,350.4455259,2460020.538,1.16184,1464.175076,4.008692883,3.436,Asteroid,MBA,N,N
13,438147 (2005 SW91),438147,1.877458203,2.694176783,2.285817493,0.178649123,3.082746521,11.26286001,292.9649798,2459763.04,0.86441,1262.294689,3.455974507,3.579,Asteroid,MBA,N,N
14,468098 (2013 VW5),468098,2.215678947,2.976722193,2.59620057,0.146568654,31.70724233,223.8428627,153.3415063,2459595.414,1.24119,1527.938198,4.183266798,3.193,Asteroid,MBA,N,N
15,509283 (2006 VN18),509283,1.947759858,2.695108305,2.321434082,0.160966976,5.929623675,28.90661262,84.70773681,2460690.771,0.97341,1291.912086,3.537062521,3.553,Asteroid,MBA,N,N
16,144845 (2004 JM42),144845,2.711049364,3.577069168,3.144059266,0.1377232,0.961866247,154.5799938,129.4094436,2459498.97,1.6941,2036.266014,5.57499251,3.195,Asteroid,MBA,N,N
17, 14462 (1993 GA),14462,2.096071467,2.651326126,2.373698796,0.116959797,6.515075602,15.03543415,259.4942498,2460015.259,1.09131,1335.785858,3.657182363,3.525,Asteroid,MBA,N,N
