<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: part-06.csv>
index,  4867 Polites (1989 SZ),4867,5.076399194,5.273854048,5.175126621,0.019077297,27.15476478,335.1859946,284.4428121,2459223.542,4.11962,4300.113286,11.77306855,2.78,Asteroid,TJN,N,N.1
0,590982 (2013 AP133),590982,4.634217966,5.588387727,5.111302847,0.093339193,11.13835584,133.743965,303.852277,2459823.388,3.66435,4220.810435,11.55594917,2.954,Asteroid,TJN,N,N
1, 47959 (2000 QP168),47959,4.764528257,5.464872243,5.11470025,0.068463835,6.022634789,291.1273404,16.21157491,2459778.001,3.74952,4225.019395,11.56747268,2.985,Asteroid,TJN,N,N
2,389560 (2010 UN93),389560,4.681781663,5.59340228,5.137591971,0.088720613,6.80671389,354.9230358,95.92266528,2460137.469,3.70577,4253.415812,11.64521783,2.978,Asteroid,TJN,N,N
3, 62692 (2000 TE24),62692,4.929023522,5.542185614,5.235604568,0.058556952,19.11095796,246.6303489,38.77928619,2459477.923,3.93203,4375.711536,11.98004527,2.886,Asteroid,TJN,N,N
4,201006 (2002 CH185),201006,5.035782514,5.104087784,5.069935149,0.006736306,4.141838217,5.152099151,215.1824298,2461629.441,4.02673,4169.673343,11.41594344,2.995,Asteroid,TJN,N,N
5,396816 (2004 QU28),396816,4.278869571,6.127523561,5.203196566,0.177645988,8.399727576,126.4105208,256.8987075,2459289.053,3.29455,4335.146479,11.8689842,2.947,Asteroid,TJN,N,N
6,420736 (2012 TM),420736,4.744876397,5.548673137,5.146774767,0.078087421,4.763487404,41.57720509,233.7285298,2459423.322,3.73074,4264.82457,11.67645331,2.987,Asteroid,TJN,N,N
7,263816 (2008 RV125),263816,4.503842703,5.806389644,5.155116173,0.126335363,7.303320463,215.9132292,166.5104611,2459236.287,3.50698,4275.196806,11.70485094,2.968,Asteroid,TJN,N,N
8,187018 (2004 YC25),187018,4.866018835,5.441297375,5.153658105,0.055812641,10.48272331,124.261299,189.6794355,2459918.035,3.85178,4273.383146,11.69988541,2.964,Asteroid,TJN,N,N
9,356912 (2012 BW36),356912,5.110755579,5.504557187,5.307656383,0.037097504,6.080157275,274.2051794,115.1001388,2459406.801,4.12073,4466.348686,12.22819627,2.988,Asteroid,TJN,N,N
10,614044 (2008 RL122),614044,4.743076701,5.826059542,5.284568122,0.102466542,3.397433411,101.189216,302.3666677,2459457.81,3.75266,4437.237532,12.14849427,2.986,Asteroid,TJN,N,N
11, 34642 (2000 WN2),34642,4.6978837,5.725552089,5.211717894,0.098592097,19.62900869,45.18685474,267.0878731,2460036.148,3.75701,4345.800409,11.89815307,2.874,Asteroid,TJN,N,N
12, 23710 (1997 UJ),23710,4.85818423,5.52231501,5.19024962,0.063978694,11.06339011,224.0878587,206.2336441,2459524.169,3.87479,4318.97604,11.82471195,2.959,Asteroid,TJN,N,N
13,269622 (2010 VF38),269622,4.362249339,6.052753686,5.207501513,0.16231434,17.33383762,65.77467812,50.98389382,2460471.804,3.40929,4340.527719,11.88371723,2.884,Asteroid,TJN,N,N
14,433279 (2013 AP129),433279,5.283468644,5.344234235,5.31385144,0.00571766,9.196941979,175.3099534,209.4560457,2459451.865,4.28235,4474.170601,12.2496115,2.974,Asteroid,TJN,N,N
15,355820 (2008 TY96),355820,5.094018457,5.448329365,5.271173911,0.033608349,6.238018976,266.9661866,235.1361573,2460693.237,4.11042,4420.378363,12.10233638,2.987,Asteroid,TJN,N,N
16,233578 (2007 QK5),233578,4.844305958,5.624600439,5.234453199,0.074534479,19.8951025,352.5613219,19.04970759,2458967.171,3.8474,4374.268211,11.97609367,2.875,Asteroid,TJN,N,N
17,  6002 Eetion (1988 RO),6002,4.741313037,5.709610345,5.225461691,0.092651843,15.55503608,209.7097524,158.9091101,2460575.871,3.74595,4363.002172,11.94524893,2.918,Asteroid,TJN,N,N
18,576500 (2012 TQ14),576500,5.090899553,5.59496884,5.342934197,0.047171579,25.46255334,276.3364737,99.44192589,2460696.474,4.19983,4510.951576,12.35031232,2.802,Asteroid,TJN,N,N
19,598500 (2008 TF218),598500,4.743511587,5.685602045,5.214556816,0.090332745,11.26493035,272.0067006,72.03006658,2458746.842,3.75649,4349.351752,11.90787612,2.953,Asteroid,TJN,N,N
20,545538 (2011 PX15),545538,5.040411876,5.438858993,5.239635434,0.038022408,28.78198949,115.0755425,240.4091817,2460566.185,4.08708,4380.765766,11.993883,2.751,Asteroid,TJN,N,N
21,345434 (2006 DP105),345434,4.967122778,5.532041548,5.249582163,0.05380607,4.20378997,4.765566641,25.76194504,2460863.852,3.97198,4393.246108,12.02805232,2.992,Asteroid,TJN,N,N
22,195188 (2002 CS273),195188,4.661544635,5.654976035,5.158260335,0.096295198,4.687631386,329.7246386,1.638025396,2458742.237,3.65029,4279.108637,11.71556095,2.984,Asteroid,TJN,N,N
23,215199 (2000 SB130),215199,4.083135801,6.319636564,5.201386182,0.214990839,18.08090726,224.8590902,123.8364785,2460528.792,3.11999,4332.88414,11.86279025,2.857,Asteroid,TJN,N,N
24,454752 (2014 VU9),454752,4.925443201,5.671764968,5.298604084,0.070426263,25.39851879,76.41326743,265.0126391,2460426.276,4.03045,4454.927409,12.19692651,2.801,Asteroid,TJN,N,N
25,321074 (2008 SP67),321074,5.008450884,5.509282605,5.258866744,0.047617837,11.6871277,209.4063157,161.5891961,2458868.699,4.01055,4404.906316,12.05997623,2.956,Asteroid,TJN,N,N
26,196440 (2003 HQ35),196440,5.072826331,5.272510601,5.172668466,0.019301862,20.94925653,23.85087362,245.9068232,2462190.834,4.09992,4297.049858,11.76468134,2.868,Asteroid,TJN,N,N
27,341928 (2008 LZ5),341928,4.596026473,5.784785667,5.19040607,0.114515047,28.41872274,79.72544868,326.3360146,2460955.433,3.63755,4319.171323,11.82524661,2.748,Asteroid,TJN,N,N
28,618433 (2000 QT258),618433,5.136074962,5.312513659,5.224294311,0.016886367,15.03084973,7.27439743,246.241057,2459327.933,4.15188,4361.540196,11.94124626,2.931,Asteroid,TJN,N,N
29,590401 (2011 YK72),590401,4.802020668,5.559967414,5.180994041,0.073146846,20.24301013,283.6915179,73.61739123,2459139.314,3.86087,4307.428389,11.79309621,2.872,Asteroid,TJN,N,N
30,256505 (2007 EY98),256505,4.557933819,5.858399545,5.208166682,0.124848704,4.385869824,35.81680253,260.6170984,2459789.457,3.54513,4341.359388,11.88599422,2.979,Asteroid,TJN,N,N
31,295681 (2008 TD101),295681,4.924988073,5.641429759,5.283208916,0.067803649,10.85081147,206.290339,234.4035997,2459771.401,3.95277,4435.525737,12.14380763,2.96,Asteroid,TJN,N,N
32, 96295 (1996 JF7),96295,4.763003344,5.717373871,5.240188607,0.091062612,4.109751341,132.2986155,112.1391335,2459222.807,3.75177,4381.459531,11.99578243,2.987,Asteroid,TJN,N,N
33,545539 (2011 PY15),545539,4.686650543,5.700876082,5.193763313,0.097638791,23.0383136,223.2223879,87.25858762,2459929.086,3.77264,4323.362571,11.83672162,2.832,Asteroid,TJN,N,N
34,436401 (2010 WD13),436401,4.73965158,5.628801987,5.184226784,0.085755354,9.526638702,77.83185186,40.4517581,2460447.645,3.76146,4311.460524,11.80413559,2.965,Asteroid,TJN,N,N
35, 32437 (2000 RR97),32437,4.552655757,5.840308779,5.196482268,0.123896605,23.11602008,269.2813317,30.67966477,2459864.712,3.55569,4326.75796,11.84601769,2.825,Asteroid,TJN,N,N
36,467801 (2010 AS130),467801,4.896094443,5.545356824,5.220725633,0.062181239,13.72522862,292.3335488,63.78811492,2459095.28,3.91617,4357.071955,11.92901288,2.939,Asteroid,TJN,N,N
37,514869 (2008 GV133),514869,4.715295255,5.85542037,5.285357812,0.107856947,12.7565478,118.3561437,145.1580956,2459220.086,3.70802,4438.232177,12.15121746,2.939,Asteroid,TJN,N,N
38, 51346 (2000 QX158),51346,4.970771657,5.283900368,5.127336013,0.030535224,8.990032659,246.517753,56.3032884,2459878.38,3.96427,4240.685797,11.61036495,2.975,Asteroid,TJN,N,N
39,253340 (2003 FF39),253340,4.815033852,5.523436225,5.169235038,0.068521006,5.374320353,201.0930969,255.7792464,2460364.141,3.83561,4292.772231,11.75296983,2.987,Asteroid,TJN,N,N
40,581330 (2015 FJ387),581330,4.961370081,5.445154723,5.203262402,0.046488588,21.92116141,339.8618351,76.8564855,2459889.03,4.04101,4335.228758,11.86920947,2.853,Asteroid,TJN,N,N
41,379840 (2011 SG69),379840,5.146278856,5.568924071,5.357601463,0.03944351,3.715863502,327.401498,334.5187495,2459689.011,4.13075,4529.539317,12.40120278,2.995,Asteroid,TJN,N,N
42,195495 (2002 GY162),195495,4.566782151,5.730258534,5.148520342,0.112991336,9.759052422,182.4237574,261.8522133,2459603.464,3.59929,4266.994435,11.68239407,2.959,Asteroid,TJN,N,N
43,360071 (2013 AC131),360071,4.847663414,5.462137938,5.154900676,0.059601005,9.576420171,179.3949739,249.6210235,2459897.279,3.87505,4274.928738,11.70411701,2.969,Asteroid,TJN,N,N
44,215530 (2002 VE103),215530,4.701035164,5.692251708,5.196643436,0.095370844,19.09523566,237.9073718,148.2381389,2461058.453,3.72168,4326.959253,11.8465688,2.881,Asteroid,TJN,N,N
45,491868 (2013 BL1),491868,4.996418416,5.320267768,5.158343092,0.031390831,3.890826945,8.923286986,11.23951687,2459467.442,3.9976,4279.211615,11.71584289,2.994,Asteroid,TJN,N,N
46,312619 (2009 SS246),312619,4.514038322,5.960630101,5.237334212,0.138103825,14.39171132,178.3825851,259.793302,2460022.007,3.56597,4377.880066,11.98598238,2.918,Asteroid,TJN,N,N
47,621534 (2009 HP64),621534,4.970406237,5.375502821,5.172954529,0.039155243,14.76329356,54.38494844,218.4911718,2459889.244,3.96647,4297.406321,11.76565728,2.933,Asteroid,TJN,N,N
48,263833 (2008 TJ53),263833,4.778908847,5.592657934,5.18578339,0.07845961,6.682414548,350.124871,47.02496637,2459688.021,3.78923,4313.402497,11.80945242,2.98,Asteroid,TJN,N,N
49,491611 (2012 TX51),491611,5.101130214,5.442810092,5.271970153,0.032405331,16.33518768,321.109222,71.75771951,2460850.227,4.14071,4421.379987,12.10507868,2.918,Asteroid,TJN,N,N
50,454744 (2014 UL133),454744,5.008466384,5.486631623,5.247549004,0.045560817,6.16765911,100.8288007,324.7260351,2461627.485,4.02344,4390.694104,12.02106531,2.986,Asteroid,TJN,N,N
51,353178 (2009 QK59),353178,4.902274224,5.350954264,5.126614244,0.043759879,3.362766252,46.74601058,40.24180367,2460360.67,3.91814,4239.790395,11.60791347,2.995,Asteroid,TJN,N,N
52,485452 (2011 QJ99),485452,5.122479061,5.352804008,5.237641534,0.021987468,25.81528626,170.4432405,31.25444316,2458560.146,4.13578,4378.265407,11.98703739,2.799,Asteroid,TJN,N,N
53,322570 (2011 YG67),322570,4.80078034,5.584286524,5.192533432,0.075445464,21.59779469,113.9552329,322.7250071,2459724.038,3.8387,4321.827006,11.83251747,2.854,Asteroid,TJN,N,N
54,378648 (2008 GM35),378648,4.941433817,5.499374897,5.220404357,0.053438493,7.413539479,113.9027508,178.9129766,2459766.103,3.92467,4356.669769,11.92791176,2.98,Asteroid,TJN,N,N
55,616926 (2001 YS165),616926,4.567598523,5.881991131,5.224794827,0.125784136,17.93648029,67.60458211,274.091799,2460238.052,3.62106,4362.167,11.94296236,2.887,Asteroid,TJN,N,N
56, 77914 (2001 UE188),77914,5.162880753,5.441800581,5.302340667,0.026301576,19.76911172,78.01313706,237.6840179,2459918.115,4.17921,4459.64067,12.20983072,2.881,Asteroid,TJN,N,N
57,590207 (2011 TD2),590207,4.174022607,6.153092444,5.163557526,0.191638209,19.55312295,243.9252248,232.0209121,2460410.437,3.23079,4285.701869,11.73361224,2.85,Asteroid,TJN,N,N
58,354144 (2002 CB94),354144,5.016209413,5.421479052,5.218844232,0.038827528,22.96269543,340.4667508,253.4425367,2461885.828,4.08307,4354.71692,11.92256515,2.84,Asteroid,TJN,N,N
59,320800 (2008 EZ160),320800,4.803441358,5.506550971,5.154996164,0.068196909,6.198198475,46.64289736,285.156303,2460392.381,3.79933,4275.04752,11.70444222,2.984,Asteroid,TJN,N,N
60,602092 (2014 DZ53),602092,5.090509559,5.364825699,5.227667629,0.026236953,3.874438949,147.9256864,209.82275,2458889.663,4.08565,4365.765237,11.95281379,2.995,Asteroid,TJN,N,N
61,450501 (2005 YG204),450501,4.837832542,5.491287171,5.164559856,0.063263342,29.07678624,126.5839608,166.8427168,2460019.226,3.82561,4286.949817,11.73702893,2.745,Asteroid,TJN,N,N
62,312807 (2010 XM87),312807,4.963533255,5.464238979,5.213886117,0.048016557,8.541030048,305.963362,128.8172467,2459835.081,3.98565,4348.512656,11.9055788,2.976,Asteroid,TJN,N,N
63,257385 (2009 ST121),257385,4.812838849,5.405847451,5.10934315,0.058031785,7.041807666,212.380167,242.0098506,2460160.147,3.83534,4218.383251,11.5493039,2.982,Asteroid,TJN,N,N
64,550088 (2011 YJ89),550088,4.927094009,5.509456508,5.218275258,0.055800286,34.16804605,309.562153,139.6724792,2460047.191,3.98008,4354.004793,11.92061545,2.652,Asteroid,TJN,N,N
65,356962 (2012 XG120),356962,5.056178264,5.347111119,5.201644691,0.027965468,5.673205944,69.05692326,23.33269934,2460384.338,4.0723,4333.207161,11.86367464,2.989,Asteroid,TJN,N,N
66,421365 (2013 TE129),421365,4.628118883,5.781554284,5.204836583,0.11080419,8.226749286,20.51128172,30.67584911,2461219.715,3.64072,4337.19626,11.87459619,2.967,Asteroid,TJN,N,N
67,388887 (2008 RL110),388887,4.865551955,5.707959766,5.286755861,0.079671526,9.418777788,193.0198482,233.402789,2459776.926,3.88802,4439.993251,12.15603902,2.967,Asteroid,TJN,N,N
68,335739 (2007 DD116),335739,4.935201292,5.387203682,5.161202487,0.043788477,1.52837763,342.5270619,231.7646896,2458797.346,3.92781,4282.770215,11.7255858,2.997,Asteroid,TJN,N,N
69,512938 (2017 BT12),512938,4.733553994,5.602277205,5.167915599,0.084049671,20.50153917,295.9103318,23.02614966,2460325.085,3.72745,4291.128751,11.74847023,2.867,Asteroid,TJN,N,N
70,595271 (2002 EQ171),595271,4.764662476,5.562425528,5.163544002,0.077249565,17.28511781,304.4927551,285.8086247,2461756.878,3.80311,4285.685032,11.73356614,2.904,Asteroid,TJN,N,N
71,283543 (2001 UG59),283543,4.468756967,5.778020223,5.123388595,0.127773175,14.43292421,29.98595192,283.6543322,2459911.503,3.49312,4235.789531,11.5969597,2.922,Asteroid,TJN,N,N
72,576479 (2012 SM72),576479,4.748161572,5.606309738,5.177235655,0.082877063,17.35004411,156.9472629,30.1757097,2458500.383,3.76183,4302.74221,11.78026615,2.903,Asteroid,TJN,N,N
73,388924 (2008 SA154),388924,4.795356199,5.590737005,5.193046602,0.076581328,21.60118853,10.98731254,343.4352008,2458967.563,3.79637,4322.467701,11.8342716,2.854,Asteroid,TJN,N,N
74, 24456 (2000 RO25),24456,4.982905883,5.433300604,5.208103243,0.043239803,8.062391747,220.7718584,140.8956581,2460412.368,3.98465,4341.280068,11.88577705,2.978,Asteroid,TJN,N,N
75,296694 (2009 SV253),296694,4.608717796,5.755824972,5.182271384,0.1106761,5.518788486,158.531008,257.8736563,2459686.786,3.62502,4309.021443,11.79745775,2.979,Asteroid,TJN,N,N
76,390288 (2013 AN23),390288,4.517148754,5.894285805,5.205717279,0.132271595,3.927344892,338.4510593,156.2026557,2460628.132,3.53032,4338.297134,11.87761022,2.978,Asteroid,TJN,N,N
77,601271 (2013 AD129),601271,4.762165822,5.645144103,5.203654963,0.084842124,21.159621,304.0339142,246.6712332,2461255.063,3.82884,4335.719375,11.8705527,2.858,Asteroid,TJN,N,N
78,155427 (1997 LO5),155427,4.806763547,5.558130698,5.182447122,0.072491541,12.78393487,186.0658849,123.5031825,2459946.848,3.8131,4309.240633,11.79805786,2.945,Asteroid,TJN,N,N
79,567513 (2001 VL137),567513,5.101160067,5.424319153,5.26273961,0.030702553,6.408104091,227.9706461,314.6826168,2458297.61,4.10482,4409.773168,12.07330094,2.987,Asteroid,TJN,N,N
80,424632 (2008 KE18),424632,5.042885852,5.303304053,5.173094952,0.025170445,29.2570265,93.9699253,245.0447158,2460115.585,4.08029,4297.581306,11.76613636,2.745,Asteroid,TJN,N,N
81,264120 (2009 TJ10),264120,4.760426565,5.539609007,5.150017786,0.075648519,11.66376367,275.6399723,99.4984916,2459190.42,3.78631,4268.856148,11.68749117,2.953,Asteroid,TJN,N,N
82, 24470 (2000 SJ310),24470,4.791431883,5.696070318,5.2437511,0.086258712,23.93320604,260.6979358,68.0040176,2459951.461,3.85805,4385.928332,12.00801734,2.821,Asteroid,TJN,N,N
83,284204 (2006 BM192),284204,4.43643138,5.904338557,5.170384968,0.141953373,18.98425278,149.6578008,159.066416,2459971.581,3.42917,4294.204744,11.75689184,2.873,Asteroid,TJN,N,N
84,316169 (2009 WQ96),316169,5.131331712,5.579998786,5.355665249,0.041887147,2.678571067,67.42225107,50.48479541,2460353.601,4.14692,4527.084104,12.39448078,2.997,Asteroid,TJN,N,N
85,493447 (2014 WK366),493447,4.690317587,5.63806286,5.164190223,0.091761267,35.79637494,47.49017881,295.2695892,2460352.5,3.81678,4286.489592,11.7357689,2.617,Asteroid,TJN,N,N
86,593243 (2015 HG205),593243,4.673374919,5.721951025,5.197662972,0.100869959,7.285165299,317.6839748,125.0020855,2459951.53,3.69486,4328.232683,11.85005526,2.974,Asteroid,TJN,N,N
87,567071 (2019 GJ48),567071,4.707140982,5.682931263,5.195036123,0.09391564,23.37760663,218.1515532,99.03550169,2459984.447,3.79401,4324.951926,11.84107303,2.828,Asteroid,TJN,N,N
88,468780 (2011 YR58),468780,4.911483576,5.598688938,5.255086257,0.065384784,11.81809689,121.2913751,337.3598049,2460086.283,3.93034,4400.15728,12.04697407,2.953,Asteroid,TJN,N,N
89, 56951 (2000 SK2),56951,5.012673204,5.262560326,5.137616765,0.024319362,13.39957583,61.7322112,211.5296431,2459499.803,4.00279,4253.446602,11.64530213,2.945,Asteroid,TJN,N,N
90,295529 (2008 RK121),295529,4.502850946,5.966531953,5.234691449,0.139805853,5.357521807,189.4960462,189.5011438,2459275.573,3.50441,4374.566862,11.97691133,2.972,Asteroid,TJN,N,N
91,135593 (2002 GW125),135593,4.931128681,5.494672902,5.212900791,0.054052844,3.445300374,240.1260347,185.8990006,2459588.374,3.94364,4347.280034,11.90220406,2.993,Asteroid,TJN,N,N
92, 65209 (2002 DB17),65209,4.666265701,5.591290036,5.128777869,0.090179801,17.58813943,79.56415616,7.887432392,2460056.539,3.68204,4242.474705,11.61526271,2.9,Asteroid,TJN,N,N
93,161024 (2002 FM7),161024,5.086581159,5.323011096,5.204796127,0.022712699,21.13536701,8.144585446,0.26786489,2459286.356,4.08481,4337.145692,11.87445775,2.865,Asteroid,TJN,N,N
94,313896 (2004 KY18),313896,4.834665783,5.827770511,5.331218147,0.093140507,15.97487783,149.2558249,264.5635495,2459730.197,3.89167,4496.122211,12.30971173,2.914,Asteroid,TJN,N,N
95,616896 (2001 UD236),616896,5.113709606,5.293226032,5.203467819,0.017249691,9.500482198,200.0142808,244.9279023,2461549.786,4.13961,4335.485483,11.86991234,2.972,Asteroid,TJN,N,N
96,186272 (2001 YZ140),186272,4.561500942,5.872156136,5.216828539,0.125618006,8.178338488,82.25279512,215.1259939,2459673.598,3.54917,4352.194256,11.91565847,2.964,Asteroid,TJN,N,N
97,496618 (2015 HE133),496618,5.146550018,5.303465179,5.225007599,0.015015783,3.275973301,60.11746347,322.8451308,2459070.686,4.14879,4362.433467,11.9436919,2.997,Asteroid,TJN,N,N
98,546760 (2010 XQ75),546760,4.721158128,5.645686569,5.183422349,0.089181276,8.233126574,56.92447224,29.03688446,2459856.86,3.73886,4310.457051,11.80138823,2.972,Asteroid,TJN,N,N
99,584395 (2017 BM160),584395,5.297333138,5.409962045,5.353647591,0.010518894,3.467017925,138.1025714,75.93195141,2458673.16,4.29068,4524.52609,12.38747732,2.997,Asteroid,TJN,N,N
100,601347 (2013 CH13),601347,5.05447893,5.350613251,5.20254609,0.028460519,22.31658651,327.9246177,68.52885195,2459445.17,4.10295,4334.333569,11.86675857,2.849,Asteroid,TJN,N,N
101,180274 (2003 WC63),180274,5.053394807,5.348428798,5.200911803,0.028363679,10.50432935,55.57971791,247.0727291,2460280.851,4.05369,4332.291398,11.86116742,2.966,Asteroid,TJN,N,N
102, 22059 (2000 AD75),22059,4.623369463,5.765462607,5.194416035,0.109934701,7.802322267,213.977482,320.5895905,2461025.234,3.63114,4324.177599,11.83895304,2.97,Asteroid,TJN,N,N
103,246114 (2007 GR70),246114,4.757113359,5.570245238,5.163679298,0.078735707,8.985777873,182.9905496,111.5749112,2459534.176,3.75411,4285.853475,11.73402731,2.969,Asteroid,TJN,N,N
104,431806 (2008 RD14),431806,5.13909236,5.443715611,5.291403985,0.028784728,20.70390584,345.9009747,9.803239202,2459085.11,4.13349,4445.850012,12.17207396,2.869,Asteroid,TJN,N,N
105,312610 (2009 RA63),312610,4.783633663,5.572827494,5.178230578,0.076203041,4.457806732,16.26947848,50.37975165,2459957.032,3.79838,4303.982574,11.78366208,2.988,Asteroid,TJN,N,N
106,596796 (2006 DX116),596796,4.884163802,5.522672171,5.203417986,0.061354707,30.30763433,9.913802963,90.39793313,2461869.332,4.05565,4335.423203,11.86974183,2.723,Asteroid,TJN,N,N
107,  9430 Erichthonios (1996 HU10),9430,4.975048923,5.542244519,5.258646721,0.053929806,1.003324728,326.4134615,312.1062891,2459703.475,3.95805,4404.629877,12.05921938,2.997,Asteroid,TJN,N,N
108, 56355 (2000 AX130),56355,5.081243913,5.484744046,5.282993979,0.038188585,2.534390295,186.7872229,260.1619005,2460208.353,4.09742,4435.255065,12.14306657,2.997,Asteroid,TJN,N,N
109,493535 (2015 FJ227),493535,4.87399977,5.409809186,5.141904478,0.052102234,5.72358547,32.30415096,321.1270017,2459126.75,3.87083,4258.772426,11.65988344,2.988,Asteroid,TJN,N,N
110,381703 (2009 HD84),381703,4.321100477,5.917055428,5.119077953,0.155883048,13.23380367,79.50779619,244.8441037,2460066.938,3.33572,4230.444885,11.58232686,2.924,Asteroid,TJN,N,N
111,356425 (2010 VS119),356425,4.911676914,5.44879197,5.180234442,0.051842736,2.547182075,169.932574,136.3170265,2458473.179,3.89672,4306.481139,11.79050278,2.995,Asteroid,TJN,N,N
